"","region","state","age","sex","maritl","educ","race","status","work","hours","hourrt","earnings"
"2525",1,25,79,"Male",1,"No high school",1,1,1,40,17.5,700
"2526",3,28,43,"Female",1,"Associate degree",2,1,1,40,15,600
"2527",3,28,46,"Male",1,"High school",2,1,1,40,16,640
"2528",3,28,46,"Female",1,"High school",1,1,1,25,15,376
"2529",3,28,68,"Male",1,"High school",2,1,1,40,25.95,1038
"2530",3,28,26,"Female",6,"High school",2,1,1,40,12.75,510
"2531",3,28,43,"Male",6,"High school",2,1,1,30,13,390
"2532",1,33,37,"Female",6,"Associate degree",1,1,1,40,34.6,1384
"2533",1,33,59,"Female",1,"Bachelor's degree",1,1,1,40,23,920
"2534",1,33,33,"Female",1,"Associate degree",1,1,1,40,20,800
"2535",1,33,34,"Male",1,"High school",1,1,1,40,21.5,860
"2536",1,34,29,"Female",1,"Bachelor's degree",1,1,1,40,26,1176
"2537",1,34,57,"Female",3,"High school",1,1,1,40,21,840
"2538",1,34,27,"Female",6,"Bachelor's degree",1,1,1,40,25,1078
"2539",1,34,50,"Female",1,"Bachelor's degree",4,1,1,40,20,800
"2540",1,34,56,"Male",3,"High school",1,1,1,40,28.5,1140
"2541",1,34,20,"Male",6,"High school",1,1,1,28,15,420
"2542",1,36,41,"Male",6,"High school",2,1,-1,45,26.92,1211.4
"2543",1,36,40,"Male",2,"High school",2,1,-1,45,26.92,1211.4
"2544",1,36,43,"Male",1,"High school",1,1,1,40,36,1440
"2545",1,36,52,"Male",6,"High school",2,1,1,40,16,640
"2546",1,36,31,"Male",6,"High school",2,1,1,40,25.22,1008.8
"2547",1,36,24,"Male",6,"High school",2,1,1,40,26,1040
"2548",1,36,17,"Male",6,"High school",1,1,1,38,15,570
"2549",1,36,79,"Male",6,"Bachelor's degree",1,1,1,60,16,960
"2550",1,36,40,"Male",6,"High school",1,1,1,60,16,960
"2551",1,36,40,"Male",6,"High school",1,1,1,60,16,960
"2552",1,36,40,"Male",6,"High school",1,1,1,60,16,960
"2553",1,36,68,"Female",6,"Bachelor's degree",1,1,1,36,19.2,691.2
"2554",1,36,49,"Female",4,"Associate degree",1,1,1,40,35,1400
"2555",1,36,42,"Female",1,"No high school",1,1,1,40,20.6,884
"2556",1,36,20,"Male",6,"High school",1,1,1,40,15,600
"2557",1,36,25,"Female",6,"High school",1,1,1,40,20,800
"2558",1,36,46,"Female",1,"High school",1,1,1,40,20,800
"2559",1,36,31,"Male",1,"Associate degree",1,1,1,40,21.5,860
"2560",1,36,25,"Female",6,"Associate degree",1,1,1,40,20,800
"2561",1,36,49,"Male",6,"Associate degree",1,1,1,40,20,800
"2562",1,36,21,"Male",6,"High school",1,1,1,40,18.5,740
"2563",1,36,25,"Female",1,"Bachelor's degree",1,2,2,40,17.5,700
"2564",1,36,43,"Female",6,"High school",1,1,1,20,30,600
"2565",1,36,49,"Female",6,"No high school",1,1,1,38,18,684
"2566",1,36,34,"Male",1,"High school",1,1,1,40,17,680
"2567",1,36,46,"Female",1,"Bachelor's degree",4,1,1,25,60,1500
"2568",1,36,27,"Male",6,"High school",1,1,1,40,17,680
"2569",1,36,58,"Female",1,"Associate degree",1,2,2,20,16.3,326
"2570",1,36,54,"Male",1,"High school",1,1,1,40,39,1560
"2571",1,36,62,"Male",5,"High school",1,1,1,50,48,2400
"2572",1,36,46,"Female",1,"Bachelor's degree",1,1,1,40,26,1040
"2573",1,36,34,"Male",1,"Bachelor's degree",1,1,1,40,23.45,938
"2574",3,37,30,"Male",1,"High school",1,1,1,40,18,720
"2575",3,37,56,"Female",4,"Bachelor's degree",1,1,1,40,34,1870
"2576",3,37,77,"Female",5,"Bachelor's degree",2,2,2,40,65.89,2040
"2577",3,37,22,"Female",6,"High school",2,1,1,15,15.5,232
"2578",3,37,19,"Female",6,"High school",1,1,1,6,14,84
"2579",3,37,43,"Female",4,"No high school",1,1,1,40,17,680
"2580",3,37,22,"Female",6,"High school",1,1,1,40,15,600
"2581",3,37,52,"Female",4,"Bachelor's degree",1,1,1,40,20.5,820
"2582",3,37,28,"Male",6,"Bachelor's degree",1,1,1,20,11,220
"2583",3,37,53,"Male",1,"High school",1,1,1,40,20,800
"2584",3,37,53,"Female",1,"High school",1,1,1,40,21.65,866
"2585",3,37,49,"Male",1,"Bachelor's degree",1,1,1,40,26,1350
"2586",3,37,17,"Male",6,"No high school",1,1,1,20,11.5,230
"2587",2,39,34,"Male",6,"High school",1,1,1,40,15.75,630
"2588",2,39,31,"Female",6,"Associate degree",1,1,1,40,16.5,660
"2589",2,39,51,"Male",6,"Bachelor's degree",1,1,1,40,27,1080
"2590",2,39,69,"Female",6,"High school",1,1,1,40,15,600
"2591",2,39,41,"Male",4,"Bachelor's degree",1,1,1,40,26.5,1060
"2592",2,39,59,"Male",1,"High school",2,1,1,40,21,840
"2593",2,39,35,"Male",1,"Associate degree",2,1,1,50,15,750
"2594",2,39,63,"Female",1,"High school",1,1,1,40,30,1200
"2595",2,39,61,"Male",1,"High school",1,1,1,45,42,1890
"2596",2,39,51,"Female",1,"Associate degree",1,1,1,24,45,1080
"2597",2,39,30,"Female",1,"Associate degree",1,1,1,36,31.5,1134
"2598",2,39,24,"Female",6,"High school",1,2,2,10,15,150
"2599",2,39,20,"Male",6,"High school",1,1,1,20,17,340
"2600",2,39,20,"Female",6,"Associate degree",1,1,1,25,18.75,468
"2601",2,39,27,"Female",1,"Bachelor's degree",1,1,1,40,24.15,966
"2602",2,39,20,"Female",6,"High school",1,1,1,25,13.3,332
"2603",2,39,58,"Female",1,"High school",1,2,2,40,18.75,750
"2604",1,42,59,"Male",4,"High school",1,1,1,40,20,800
"2605",1,42,22,"Female",6,"Associate degree",1,1,1,40,15,600
"2606",1,42,32,"Female",1,"Bachelor's degree",1,1,1,40,19.25,770
"2607",1,42,34,"Male",1,"High school",1,1,1,60,24,1440
"2608",1,42,59,"Male",1,"Bachelor's degree",1,1,1,40,16.25,650
"2609",1,42,60,"Female",1,"Bachelor's degree",1,1,1,25,18,450
"2610",1,42,63,"Female",6,"Bachelor's degree",2,2,2,40,50,2000
"2611",1,42,61,"Male",4,"Associate degree",1,1,1,40,22.75,1080
"2612",1,42,56,"Female",6,"High school",2,1,1,40,25,1600
"2613",1,42,24,"Male",6,"High school",2,1,1,20,10,200
"2614",1,42,46,"Female",6,"High school",2,1,1,40,28,1162
"2615",1,42,28,"Male",6,"High school",1,1,1,36,22.5,810
"2616",1,42,28,"Female",6,"High school",1,1,1,40,20.25,810
"2617",1,42,75,"Female",1,"High school",1,1,1,32,16,512
"2618",1,44,20,"Male",6,"High school",1,1,1,40,12,480
"2619",1,44,48,"Female",6,"High school",1,2,2,40,27,1080
"2620",1,44,27,"Female",6,"High school",1,1,1,10,4,90
"2621",1,44,48,"Female",1,"High school",1,1,1,45,30,1425
"2622",1,44,18,"Male",6,"High school",1,1,1,40,18,720
"2623",1,44,58,"Male",1,"High school",1,1,1,40,15,600
"2624",1,44,35,"Female",1,"High school",1,1,1,40,15,600
"2625",1,44,35,"Male",1,"No high school",1,1,1,40,15,600
"2626",1,44,53,"Female",4,"High school",1,1,1,40,13,520
"2627",1,44,19,"Female",6,"High school",1,1,1,50,15,750
"2628",1,44,21,"Female",6,"High school",1,1,1,20,16,320
"2629",3,45,55,"Male",6,"Bachelor's degree",1,1,1,40,16,640
"2630",3,45,22,"Male",6,"High school",1,1,1,40,14.5,580
"2631",3,45,20,"Male",6,"High school",1,1,1,25,16,400
"2632",3,45,22,"Male",1,"Associate degree",1,1,1,40,22.5,900
"2633",3,45,57,"Male",1,"High school",1,1,1,40,20,800
"2634",3,45,29,"Female",1,"Associate degree",1,1,1,40,24.25,1046
"2635",3,47,25,"Female",6,"Bachelor's degree",1,1,1,38,16,608
"2636",3,47,40,"Male",1,"High school",1,1,1,55,27,1485
"2637",3,47,16,"Female",6,"No high school",1,1,-1,12,17,204
"2638",3,47,27,"Male",4,"High school",1,1,1,40,30,1200
"2639",3,47,50,"Female",1,"High school",1,1,1,40,25,1000
"2640",3,47,39,"Male",1,"No high school",1,1,1,40,25.5,1020
"2641",3,47,44,"Male",2,"No high school",1,1,1,40,14,560
"2642",3,47,26,"Male",6,"No high school",1,1,1,50,16,800
"2643",3,47,19,"Female",6,"No high school",1,1,1,35,13,455
"2644",3,47,48,"Male",4,"High school",1,1,1,40,48.5,1940
"2645",3,47,44,"Female",4,"No high school",1,1,1,35,16.9,591.5
"2646",1,50,43,"Female",1,"Bachelor's degree",1,1,1,35,18,630
"2647",3,51,28,"Male",4,"High school",1,1,1,40,16,640
"2648",3,51,34,"Female",4,"High school",8,1,1,32,25,800
"2649",3,51,53,"Male",1,"Associate degree",1,1,1,30,20,600
"2650",3,51,20,"Female",6,"High school",1,1,1,40,18,750
"2651",3,51,18,"Female",6,"High school",1,1,1,25,13,326
"2652",3,51,50,"Male",1,"High school",2,1,1,40,24,960
"2653",3,51,36,"Female",1,"High school",2,1,1,40,26,1040
"2654",3,51,16,"Male",6,"No high school",2,1,-1,30,13,390
"2655",3,51,33,"Female",1,"Associate degree",1,2,2,5,12,60
"2656",3,51,39,"Male",6,"High school",1,1,1,40,27,1245
"2657",3,54,61,"Male",4,"High school",2,1,1,32,25.23,807.36
"2658",3,54,31,"Female",1,"Bachelor's degree",1,1,1,40,25,1000
"2659",3,54,33,"Male",1,"High school",1,1,1,48,21,1008
"2660",3,1,39,"Female",6,"No high school",1,1,1,40,12,480
"2661",3,1,59,"Male",6,"High school",2,1,1,40,22.1,884
"2662",3,1,37,"Male",6,"High school",1,1,1,40,21.5,1380
"2663",3,1,41,"Male",6,"High school",1,1,1,40,27,1180
"2664",3,1,44,"Male",1,"High school",2,1,1,40,11,440
"2665",3,1,39,"Male",4,"Associate degree",2,1,1,40,40,1600
"2666",3,1,57,"Male",4,"Associate degree",1,1,1,40,23,920
"2667",3,1,61,"Male",1,"High school",2,1,1,40,30,1200
"2668",3,1,23,"Male",6,"Bachelor's degree",2,1,1,25,14,350
"2669",3,1,41,"Female",6,"High school",2,1,1,40,13.75,600
"2670",3,21,64,"Male",3,"High school",1,2,2,24,12,288
"2671",3,22,35,"Male",1,"High school",1,1,1,50,27,2070
"2672",3,22,45,"Female",1,"Bachelor's degree",1,1,1,40,47,1880
"2673",3,22,76,"Female",1,"High school",1,2,2,40,17,680
"2674",3,22,56,"Male",1,"High school",1,1,1,40,18,720
"2675",3,22,65,"Female",1,"High school",1,1,1,40,14.45,578
"2676",3,22,27,"Female",6,"Bachelor's degree",2,1,1,40,20,800
"2677",1,23,70,"Female",4,"High school",1,2,2,16,27,432
"2678",1,25,27,"Female",1,"Bachelor's degree",4,1,1,40,15,760
"2679",1,25,39,"Male",1,"Bachelor's degree",4,1,1,40,45,1800
"2680",1,25,51,"Male",1,"Associate degree",2,1,1,40,18,720
"2681",1,25,27,"Female",6,"High school",2,1,1,40,12,480
"2682",1,25,56,"Female",6,"High school",2,1,1,40,15,600
"2683",3,28,53,"Male",1,"High school",1,1,1,50,23.5,1176
"2684",3,28,37,"Female",6,"No high school",2,1,1,25,8,200
"2685",1,34,40,"Male",1,"High school",2,1,1,40,26,1130
"2686",1,34,40,"Male",1,"High school",1,1,1,40,22.75,978
"2687",1,34,38,"Female",1,"No high school",1,1,1,25,31,772
"2688",3,45,71,"Female",1,"Associate degree",1,1,1,32,12.4,396
"2689",3,45,47,"Female",1,"High school",1,1,1,35,18,630
"2690",3,45,31,"Male",1,"High school",1,1,1,40,21,840
"2691",3,45,27,"Female",1,"Associate degree",1,1,1,40,25,1000
"2692",3,45,42,"Female",1,"Bachelor's degree",1,1,1,30,23.05,691.5
"2693",3,45,24,"Female",6,"High school",1,2,2,40,24.1,1560
"2694",3,45,24,"Male",6,"High school",1,2,2,40,24,960
"2695",3,47,20,"Female",6,"High school",1,1,1,24,13,512
"2696",1,50,55,"Female",1,"High school",1,1,1,40,16,1240
"2697",3,54,24,"Female",6,"Bachelor's degree",1,2,2,9,45,405
"2698",3,54,26,"Male",6,"High school",1,2,2,54,25,1875
"2699",3,54,37,"Female",1,"High school",1,1,1,38,17,646
"2700",3,54,40,"Male",1,"High school",1,1,1,40,35,1930
"2701",3,54,53,"Female",4,"High school",1,1,1,35,23,805
"2702",3,54,16,"Male",6,"No high school",1,1,1,6,12.5,75
"2703",3,54,66,"Female",3,"High school",1,2,2,60,16.8,1008
"2704",3,54,65,"Male",1,"High school",1,1,1,35,12,420
"2705",3,54,72,"Male",1,"Associate degree",1,1,1,20,10,200
"2706",3,54,26,"Female",1,"High school",1,1,1,40,27,1080
"2707",3,54,29,"Male",1,"High school",1,1,1,40,20.29,811.6
"2708",3,54,53,"Male",1,"High school",1,1,1,40,15,600
"2709",3,54,23,"Male",6,"High school",1,1,1,40,10,400
"2710",3,54,43,"Male",1,"No high school",1,1,1,40,20,800
"2711",3,54,36,"Female",1,"High school",1,1,1,40,13,520
"2712",3,54,54,"Male",4,"High school",1,1,1,40,20.4,816
"2713",3,54,27,"Female",1,"Bachelor's degree",1,1,1,40,15.5,620
"2714",3,54,28,"Male",1,"High school",1,1,1,40,26.5,1060
"2715",3,54,63,"Female",1,"High school",1,1,1,40,24.75,990
"2716",3,54,57,"Female",1,"Bachelor's degree",1,1,1,40,7.25,386
"2717",3,54,24,"Male",6,"Bachelor's degree",1,1,1,40,18.5,740
"2718",4,2,51,"Male",6,"High school",1,1,1,40,17.75,710
"2719",4,2,60,"Female",4,"High school",1,1,1,40,18.7,748
"2720",4,2,58,"Male",4,"High school",1,1,1,40,28,1120
"2721",4,2,29,"Male",1,"High school",1,1,1,40,65.89,2120
"2722",4,4,59,"Female",6,"High school",1,1,1,40,25,1000
"2723",4,4,27,"Male",6,"Bachelor's degree",1,1,1,40,18.3,732
"2724",4,4,26,"Female",6,"High school",3,1,1,35,16.5,577.5
"2725",4,4,20,"Male",6,"High school",3,1,1,40,17.1,684
"2726",4,4,23,"Male",6,"Bachelor's degree",4,1,1,50,19,1142
"2727",4,4,16,"Male",6,"No high school",1,1,1,22,15,855
"2728",4,4,37,"Male",1,"High school",1,1,1,50,25,1250
"2729",4,4,19,"Male",6,"High school",1,1,1,38,15,570
"2730",3,5,31,"Female",6,"High school",2,1,1,40,16,640
"2731",3,5,24,"Male",1,"High school",1,1,1,40,24,1340
"2732",3,5,54,"Female",4,"Associate degree",1,1,1,40,13.1,524
"2733",3,5,19,"Female",6,"No high school",1,1,1,40,14,560
"2734",3,5,19,"Male",6,"High school",1,1,1,20,14,280
"2735",4,6,34,"Male",1,"High school",1,1,1,40,20,800
"2736",4,6,45,"Male",6,"Bachelor's degree",2,1,1,40,20.2,808
"2737",4,6,23,"Female",6,"High school",3,1,1,30,12,360
"2738",4,6,52,"Male",1,"High school",1,1,1,40,28,1320
"2739",4,6,23,"Male",6,"High school",6,1,1,20,16,320
"2740",4,6,37,"Male",1,"No high school",1,1,1,40,16.5,80
"2741",4,6,51,"Female",1,"No high school",1,2,2,40,22.5,900
"2742",4,6,58,"Female",1,"Bachelor's degree",2,1,1,40,18,720
"2743",4,6,57,"Male",1,"Bachelor's degree",2,1,1,40,44,1760
"2744",4,6,56,"Male",1,"High school",1,1,1,40,28,1120
"2745",4,6,25,"Male",6,"High school",1,1,1,40,23,920
"2746",4,6,35,"Female",6,"High school",1,1,1,40,24,960
"2747",4,6,27,"Female",6,"Bachelor's degree",1,1,1,40,20,800
"2748",4,6,26,"Female",6,"High school",1,1,1,40,20,800
"2749",4,6,49,"Female",1,"No high school",1,1,1,10,9.05,90
"2750",4,6,63,"Female",1,"Associate degree",1,2,2,40,19,760
"2751",4,6,40,"Female",1,"High school",1,1,1,16,17.5,280
"2752",4,6,42,"Male",1,"High school",1,1,1,40,25,1000
"2753",4,6,34,"Male",6,"No high school",1,1,1,32,13,416
"2754",4,6,41,"Male",2,"No high school",1,1,1,32,20,640
"2755",4,6,22,"Male",6,"No high school",1,1,1,32,11.25,360
"2756",4,6,46,"Female",1,"Associate degree",1,1,1,40,24.44,977.6
"2757",4,6,40,"Male",6,"Bachelor's degree",4,1,1,40,28,1120
"2758",4,6,67,"Male",1,"Bachelor's degree",2,1,1,25,21,526
"2759",4,6,24,"Male",6,"Bachelor's degree",1,1,1,40,23,1045
"2760",4,6,57,"Male",4,"No high school",1,1,1,31,17,527
"2761",4,6,30,"Female",1,"Bachelor's degree",1,1,1,40,25,1430
"2762",4,6,34,"Male",1,"Associate degree",1,1,1,40,23,1170
"2763",4,6,32,"Male",6,"Bachelor's degree",1,1,1,40,35,1400
"2764",4,6,47,"Female",6,"No high school",2,1,1,25,20,500
"2765",4,6,58,"Male",4,"High school",1,1,1,40,19,760
"2766",4,6,62,"Female",3,"High school",1,1,1,40,18,720
"2767",4,6,28,"Female",6,"High school",1,2,2,32,19,628
"2768",4,6,22,"Male",6,"High school",1,1,1,25,18,450
"2769",4,6,75,"Female",1,"High school",4,1,1,40,30,1200
"2770",4,6,39,"Male",6,"High school",9,1,1,20,30,600
"2771",4,6,37,"Male",6,"High school",9,1,1,40,32,1280
"2772",4,6,29,"Female",6,"High school",1,1,1,40,50,2000
"2773",4,6,62,"Female",1,"Bachelor's degree",1,1,1,20,28,560
"2774",4,6,22,"Male",6,"Bachelor's degree",1,1,1,20,25,500
"2775",4,6,59,"Male",1,"No high school",1,1,1,40,40,1600
"2776",4,6,25,"Male",6,"High school",1,1,1,40,30,1200
"2777",4,6,57,"Male",6,"No high school",1,1,1,40,29,1160
"2778",4,6,33,"Female",5,"High school",1,1,1,16,16,256
"2779",4,6,54,"Female",4,"High school",1,1,1,40,25.05,1002
"2780",4,6,30,"Female",1,"High school",1,1,1,35,22,770
"2781",4,6,32,"Male",1,"High school",1,1,1,40,31,1240
"2782",4,8,34,"Male",6,"High school",1,2,2,25,15,375
"2783",4,8,25,"Female",6,"High school",1,2,2,40,16,640
"2784",4,8,40,"Male",1,"High school",1,1,1,50,15,750
"2785",4,15,60,"Male",6,"High school",5,1,1,40,18,720
"2786",4,15,62,"Male",1,"No high school",4,1,1,40,21.7,868
"2787",4,15,30,"Male",6,"Associate degree",4,1,1,40,21.7,868
"2788",4,15,27,"Female",6,"High school",4,1,1,40,16,640
"2789",4,15,58,"Male",6,"High school",5,1,1,40,20,800
"2790",4,15,29,"Female",6,"High school",5,1,1,40,20,800
"2791",4,15,27,"Female",6,"High school",5,1,1,40,20,800
"2792",4,15,62,"Female",6,"Bachelor's degree",12,1,1,40,21.21,848.4
"2793",4,15,46,"Male",1,"High school",4,1,1,35,15,526
"2794",4,15,32,"Female",1,"High school",5,1,1,40,22,880
"2795",4,15,50,"Male",1,"High school",4,1,1,40,30,1200
"2796",4,15,46,"Female",1,"High school",4,1,1,36,18,648
"2797",4,15,23,"Male",6,"High school",4,1,1,40,22,880
"2798",4,15,40,"Female",6,"High school",1,1,1,30,20,600
"2799",4,15,37,"Male",6,"High school",1,1,1,40,30,1200
"2800",4,15,72,"Male",1,"Bachelor's degree",4,1,1,40,14,581
"2801",4,15,58,"Male",1,"Associate degree",4,1,1,40,20,800
"2802",4,15,54,"Female",1,"Associate degree",4,1,1,40,17,680
"2803",4,16,30,"Male",4,"High school",1,1,1,40,20,950
"2804",4,16,54,"Female",1,"High school",1,1,1,38,30.25,1149.5
"2805",4,16,20,"Male",6,"High school",1,1,1,40,19,760
"2806",4,16,17,"Female",6,"No high school",1,1,1,30,15.5,466
"2807",4,16,47,"Male",1,"High school",1,1,1,40,22.65,906
"2808",4,16,58,"Female",1,"High school",1,1,1,40,21,840
"2809",4,16,23,"Male",1,"High school",1,1,1,20,10,200
"2810",4,16,19,"Female",1,"High school",1,1,1,40,17,680
"2811",2,17,37,"Female",6,"Bachelor's degree",1,1,1,40,18.75,750
"2812",2,17,53,"Female",1,"High school",1,1,1,25,13,325
"2813",2,17,30,"Male",6,"High school",1,1,1,40,18,720
"2814",2,17,36,"Male",6,"No high school",1,1,1,40,25,1030
"2815",2,17,46,"Male",6,"Associate degree",10,1,1,40,50,2000
"2816",2,17,45,"Female",4,"High school",1,1,1,36,16.5,594
"2817",2,17,70,"Male",1,"High school",1,2,2,4,18,72
"2818",2,18,25,"Male",1,"High school",1,1,1,40,20,800
"2819",2,18,24,"Female",1,"High school",1,1,1,40,18,720
"2820",2,18,56,"Female",1,"Bachelor's degree",1,1,1,33,17.5,577.5
"2821",2,18,57,"Female",1,"High school",1,1,1,32,26,832
"2822",2,18,60,"Male",1,"Associate degree",1,1,1,40,24,960
"2823",2,18,51,"Female",1,"Associate degree",1,1,1,45,51,2455
"2824",2,18,18,"Male",6,"High school",1,1,1,40,20,800
"2825",2,18,34,"Male",1,"High school",1,1,1,40,17,680
"2826",2,19,61,"Male",4,"No high school",1,1,1,40,15,712
"2827",2,19,51,"Male",6,"Associate degree",1,1,1,40,15,600
"2828",2,19,59,"Female",4,"High school",1,1,1,40,20.38,1025.2
"2829",2,19,38,"Male",1,"Associate degree",1,1,1,40,35,1816
"2830",2,19,20,"Female",6,"High school",1,1,1,30,16,780
"2831",2,19,19,"Female",6,"High school",1,1,1,4,12,48
"2832",2,19,49,"Male",1,"Bachelor's degree",1,1,1,40,19,760
"2833",2,19,21,"Female",6,"Bachelor's degree",1,1,1,40,15,900
"2834",2,19,38,"Male",1,"High school",1,1,1,40,27,2120
"2835",2,19,58,"Female",6,"High school",1,1,1,40,20,800
"2836",2,20,43,"Male",4,"Bachelor's degree",1,1,1,40,65.89,2080
"2837",2,20,41,"Female",4,"Bachelor's degree",1,1,1,40,16,640
"2838",2,20,57,"Female",1,"High school",1,1,1,40,19,788
"2839",2,26,36,"Male",6,"High school",1,1,1,48,22,1056
"2840",2,26,43,"Male",1,"Associate degree",1,2,2,40,39.75,1590
"2841",2,26,66,"Male",6,"Associate degree",1,1,1,50,28,1400
"2842",2,26,29,"Female",6,"High school",1,1,1,40,20,800
"2843",2,26,43,"Male",1,"Bachelor's degree",4,1,1,40,25,1200
"2844",2,26,50,"Female",6,"High school",1,1,1,32,18,606
"2845",2,26,55,"Female",1,"Bachelor's degree",1,1,1,32,18,576
"2846",2,26,22,"Female",6,"Bachelor's degree",1,1,1,32,33,1056
"2847",2,26,31,"Female",6,"No high school",1,1,1,40,20,802
"2848",2,26,28,"Male",6,"No high school",1,1,1,40,18,1126
"2849",2,27,18,"Male",6,"High school",7,1,1,30,20,600
"2850",2,27,66,"Male",4,"High school",1,1,1,40,40,1600
"2851",2,27,56,"Female",1,"Bachelor's degree",1,2,2,30,19.5,585
"2852",2,27,24,"Female",6,"High school",1,1,1,35,20.5,717.5
"2853",2,27,24,"Female",6,"Bachelor's degree",1,1,1,40,25,1000
"2854",2,27,23,"Female",6,"Bachelor's degree",1,1,1,40,25,1000
"2855",2,27,19,"Male",6,"High school",1,1,1,40,15,600
"2856",2,27,18,"Male",6,"No high school",1,1,1,40,13,520
"2857",2,29,18,"Female",6,"High school",1,1,1,35,15,1050
"2858",2,29,52,"Female",1,"Bachelor's degree",1,1,1,40,16,640
"2859",2,29,44,"Female",1,"High school",1,1,1,40,20,800
"2860",2,29,36,"Male",6,"High school",1,1,1,50,23,1150
"2861",2,29,20,"Female",6,"High school",1,1,1,20,13,260
"2862",2,29,38,"Male",1,"No high school",1,1,1,45,20.5,922
"2863",2,29,35,"Male",6,"High school",1,1,1,50,41,2060
"2864",2,29,32,"Male",1,"Bachelor's degree",1,1,1,40,63,2520
"2865",2,29,48,"Male",1,"High school",1,1,1,40,25,1000
"2866",2,29,22,"Female",6,"Associate degree",1,1,1,20,12.95,260
"2867",4,30,20,"Male",6,"High school",1,1,1,40,18.5,740
"2868",4,30,63,"Female",6,"Bachelor's degree",1,1,1,15,22,330
"2869",4,30,21,"Male",6,"High school",1,1,1,25,20,500
"2870",4,30,48,"Male",4,"Bachelor's degree",1,1,1,40,27,1080
"2871",2,31,36,"Male",6,"Bachelor's degree",1,1,1,40,16.5,660
"2872",2,31,24,"Female",6,"High school",1,1,1,41,17,697
"2873",2,31,17,"Female",6,"No high school",1,1,1,10,12,180
"2874",2,31,32,"Female",4,"High school",1,1,1,8,19.87,158.96
"2875",2,31,31,"Male",6,"High school",1,1,1,40,19.5,780
"2876",2,31,52,"Male",1,"High school",1,1,1,40,39.86,1594.4
"2877",2,31,42,"Male",1,"High school",1,1,1,40,22.65,906
"2878",4,32,20,"Female",6,"High school",1,1,1,40,17.85,981.7
"2879",4,32,21,"Male",6,"High school",1,1,1,40,17.85,714
"2880",4,32,44,"Female",1,"High school",1,1,1,40,15,600
"2881",4,32,19,"Female",6,"High school",1,1,1,30,12,510
"2882",4,32,23,"Male",6,"High school",2,1,1,30,13,440
"2883",4,35,29,"Male",4,"High school",1,1,1,20,9,180
"2884",4,35,39,"Male",4,"High school",1,1,1,40,22,880
"2885",4,35,26,"Male",6,"High school",1,1,1,40,23.5,940
"2886",4,35,57,"Female",4,"High school",1,1,1,40,21,840
"2887",4,35,41,"Female",6,"High school",1,1,1,40,20,800
"2888",4,35,63,"Male",6,"High school",1,1,1,40,32,1280
"2889",2,38,27,"Male",6,"High school",1,1,1,40,28.5,1140
"2890",3,40,28,"Female",6,"Bachelor's degree",1,1,1,40,18,720
"2891",3,40,41,"Male",5,"High school",2,2,2,40,40,1600
"2892",3,40,66,"Female",3,"High school",2,2,2,40,20,800
"2893",4,41,23,"Female",6,"High school",1,1,1,40,17.5,700
"2894",4,41,39,"Male",1,"High school",1,1,1,32,14.5,464
"2895",4,41,23,"Male",6,"Bachelor's degree",4,1,1,40,20,800
"2896",4,41,21,"Male",6,"Associate degree",4,1,1,40,15,600
"2897",2,46,68,"Female",1,"Associate degree",1,1,1,40,36,1440
"2898",2,46,59,"Male",1,"Bachelor's degree",1,1,1,55,32.5,1790
"2899",2,46,56,"Female",1,"Bachelor's degree",1,1,1,40,31,1240
"2900",2,46,41,"Male",1,"High school",1,1,1,40,15,600
"2901",2,46,48,"Female",1,"Bachelor's degree",1,1,1,36,21,756
"2902",2,46,49,"Female",4,"High school",1,1,1,45,24,1455
"2903",2,46,55,"Male",1,"High school",1,1,1,50,26.5,1325
"2904",2,46,62,"Female",4,"High school",1,1,1,40,31.75,1780
"2905",2,46,28,"Male",6,"High school",1,1,1,40,36,2520
"2906",2,46,18,"Male",6,"High school",1,1,1,45,15.5,698
"2907",2,46,16,"Male",6,"High school",1,1,1,45,8.25,372
"2908",3,48,53,"Male",1,"High school",1,1,1,40,18,720
"2909",3,48,18,"Male",6,"High school",1,1,1,40,18,720
"2910",3,48,53,"Female",2,"High school",2,1,1,40,22,880
"2911",3,48,27,"Male",6,"High school",2,1,1,40,18,720
"2912",3,48,42,"Female",1,"High school",1,1,1,35,17,596
"2913",3,48,42,"Female",6,"High school",1,1,1,30,16,480
"2914",3,48,58,"Male",6,"High school",2,1,1,56,36,3600
"2915",3,48,26,"Female",6,"High school",2,1,1,40,16,640
"2916",3,48,30,"Male",6,"No high school",3,1,1,40,24,960
"2917",3,48,42,"Female",5,"High school",1,1,1,13,18.9,246
"2918",3,48,48,"Female",1,"High school",1,1,1,40,27,1080
"2919",3,48,43,"Female",1,"Bachelor's degree",1,1,1,25,22.5,562
"2920",3,48,23,"Female",6,"High school",1,1,1,6,23,138
"2921",3,48,26,"Male",6,"High school",1,2,2,35,13,455
"2922",3,48,25,"Male",6,"High school",2,1,1,40,29,1160
"2923",3,48,45,"Male",1,"High school",2,1,1,40,11,440
"2924",3,48,50,"Male",6,"High school",1,1,1,25,15.5,388
"2925",3,48,62,"Female",1,"High school",1,1,1,20,22.75,454
"2926",3,48,27,"Female",6,"High school",1,1,1,55,16.75,922
"2927",3,48,23,"Female",6,"High school",2,1,1,36,14,504
"2928",3,48,20,"Female",6,"High school",2,1,1,40,15.5,620
"2929",3,48,55,"Male",5,"High school",2,1,1,32,2.15,742
